Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
24/10/2023,"2,310",,16,"36,960","2,310","2,310","2,310","59,390","59,390"
23/10/2023,"2,290",,376,"858,470","2,330","2,330","2,250","58,876","58,876"
20/10/2023,"2,220",,"1,357","3,114,730","2,510","2,510","2,220","57,076","57,076"
19/10/2023,"2,320",,232,"538,530","2,370","2,560","2,320","59,647","59,647"
18/10/2023,"2,370",,227,"537,910","2,350","2,370","2,350","60,933","60,933"
17/10/2023,"2,360",,76,"179,560","2,370","2,370","2,360","60,676","60,676"
16/10/2023,"2,370",,1,"2,370","2,370","2,370","2,370","60,933","60,933"
12/10/2023,"2,310",,493,"1,137,380","2,400","2,400","2,300","59,390","59,390"
11/10/2023,"2,330",,"2,542","5,846,980","2,320","2,330","2,300","59,904","59,904"
10/10/2023,"2,320",,851,"1,946,740","2,320","2,330","2,280","59,647","59,647"
09/10/2023,"2,320",,"1,180","2,717,550","2,330","2,330","2,300","59,647","59,647"
06/10/2023,"2,330",,"3,255","7,466,440","2,300","2,350","2,280","59,904","59,904"
05/10/2023,"2,320",,"3,826","8,809,440","2,530","2,530","2,280","59,647","59,647"
04/10/2023,"2,360",,"2,129","4,994,440","2,480","2,480","2,320","60,676","60,676"
03/10/2023,"2,450",,"2,723","6,832,970","2,690","2,690","2,410","62,990","62,990"
02/10/2023,"2,490",,"1,441","3,725,720","2,750","2,750","2,460","64,018","64,018"
29/09/2023,"2,500",,362,"907,510","2,690","2,690","2,500","64,275","64,275"
28/09/2023,"2,700",,108,"291,570","2,780","2,780","2,510","69,417","69,417"
27/09/2023,"2,730",,136,"373,910","2,750","2,750","2,730","70,188","70,188"
26/09/2023,"2,760",,56,"156,150","2,790","2,790","2,760","70,960","70,960"
25/09/2023,"2,790",,"2,388","6,478,650","2,790","2,800","2,710","71,731","71,731"
22/09/2023,"2,800",,48,"133,980","2,780","2,810","2,780","71,988","71,988"
21/09/2023,"2,750",,985,"2,700,980","2,850","2,850","2,730","70,702","70,702"
20/09/2023,"2,840",,407,"1,139,110","2,800","2,840","2,730","73,016","73,016"
19/09/2023,"2,800",,69,"193,350","2,810","2,820","2,800","71,988","71,988"
18/09/2023,"2,820",,11,"30,910","2,820","2,820","2,770","72,502","72,502"
15/09/2023,"2,820",,"1,260","3,551,340","2,820","2,880","2,800","72,502","72,502"
14/09/2023,"2,820",,180,"508,800","2,890","2,890","2,820","72,502","72,502"
13/09/2023,"2,880",,676,"1,943,880","2,880","2,900","2,830","74,045","74,045"
12/09/2023,"2,880",,345,"999,290","2,910","2,910","2,880","74,045","74,045"
11/09/2023,"2,900",,209,"606,770","2,930","2,930","2,900","74,559","74,559"
08/09/2023,"2,940",,"3,535","10,250,390","3,000","3,000","2,890","75,587","75,587"
07/09/2023,"3,100",,835,"2,517,590","3,050","3,100","2,980","79,701","79,701"
06/09/2023,"3,100",,"2,151","6,474,990","3,120","3,120","2,730","79,701","79,701"
05/09/2023,"2,860",,423,"1,203,550","3,000","3,000","2,810","73,531","73,531"
04/09/2023,"3,000",,"4,512","13,634,280","3,100","3,150","3,000","77,130","77,130"
01/09/2023,"3,260",,177,"566,790","3,190","3,260","3,190","83,815","83,815"
31/08/2023,"3,190",,"1,437","4,684,290","3,280","3,280","3,190","82,015","82,015"
30/08/2023,"3,280",,9,"29,570","3,330","3,330","3,280","84,329","84,329"
29/08/2023,"3,340",,15,"50,180","3,340","3,360","3,340","85,871","85,871"
28/08/2023,"3,340",,135,"448,220","3,320","3,340","3,320","85,871","85,871"
25/08/2023,"3,320",,377,"1,249,140","3,330","3,330","3,300","85,357","85,357"
24/08/2023,"3,330",,"1,290","4,328,640","3,450","3,450","3,330","85,614","85,614"
23/08/2023,"3,390",,640,"2,174,780","3,400","3,410","3,390","87,157","87,157"
