Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
08/08/2023,"2,160",,"1,847","3,979,940","2,150","2,170","2,150","13,957","39,877"
07/08/2023,"2,150",,"5,210","11,203,480","2,150","2,160","2,150","13,892","39,692"
04/08/2023,"2,150",,"4,541","9,771,800","2,180","2,180","2,150","13,892","39,692"
03/08/2023,"2,150",,"9,708","20,978,000","2,180","2,190","2,150","13,892","39,692"
02/08/2023,"2,180",,787,"1,717,710","2,190","2,200","2,180","14,086","40,246"
01/08/2023,"2,190",,368,"803,710","2,180","2,200","2,180","14,151","40,431"
31/07/2023,"2,190",,387,"840,900","2,190","2,190","2,170","14,151","40,431"
28/07/2023,"2,190",,"1,586","3,443,040","2,180","2,190","2,170","14,151","40,431"
27/07/2023,"2,190",,"1,171","2,560,810","2,190","2,190","2,170","14,151","40,431"
26/07/2023,"2,170",,"2,845","6,181,700","2,180","2,180","2,170","14,022","40,062"
25/07/2023,"2,170",,982,"2,140,750","2,190","2,200","2,170","14,022","40,062"
21/07/2023,"2,190",,"2,351","5,140,250","2,190","2,190","2,170","14,151","40,431"
20/07/2023,"2,190",,"2,191","4,752,670","2,200","2,200","2,150","14,151","40,431"
19/07/2023,"2,180",,"12,352","26,706,920","2,170","2,200","2,150","14,086","40,246"
18/07/2023,"2,180",,"3,134","6,830,490","2,200","2,200","2,170","14,086","40,246"
17/07/2023,"2,180",,"1,802","3,919,900","2,200","2,200","2,160","14,086","40,246"
14/07/2023,"2,190",,"9,407","20,407,210","2,180","2,200","2,160","14,151","40,431"
13/07/2023,"2,190",,"4,064","8,892,610","2,210","2,230","2,170","14,151","40,431"
12/07/2023,"2,200",,"17,955","40,183,690","2,270","2,270","2,190","14,215","40,615"
11/07/2023,"2,270",,"67,092","147,786,680","2,140","2,290","2,120","14,668","41,908"
10/07/2023,"2,140",,"11,894","25,571,870","2,250","2,250","2,140","13,828","39,508"
07/07/2023,"2,180",,"13,402","28,911,760","2,200","2,200","2,140","14,086","40,246"
06/07/2023,"2,190",,"5,674","12,346,380","2,200","2,210","2,160","14,151","40,431"
05/07/2023,"2,200",,157,"345,320","2,200","2,210","2,180","14,215","40,615"
04/07/2023,"2,200",,324,"712,950","2,210","2,210","2,200","14,215","40,615"
03/07/2023,"2,210",,247,"545,860","2,210","2,210","2,200","14,280","40,800"
30/06/2023,"2,200",,745,"1,637,200","2,200","2,200","2,190","14,215","40,615"
29/06/2023,"2,200",,"2,839","6,158,210","2,210","2,240","2,160","14,215","40,615"
28/06/2023,"2,200",,438,"963,090","2,190","2,210","2,180","14,215","40,615"
27/06/2023,"2,190",,"16,472","36,029,410","2,230","2,230","2,170","14,151","40,431"
26/06/2023,"2,220",,"3,549","7,829,560","2,240","2,240","2,200","14,345","40,985"
23/06/2023,"2,240",,"1,587","3,517,290","2,250","2,250","2,200","14,474","41,354"
22/06/2023,"2,240",,768,"1,720,250","2,220","2,250","2,220","14,474","41,354"
21/06/2023,"2,250",,602,"1,345,570","2,220","2,250","2,220","14,538","41,538"
20/06/2023,"2,250",,"2,145","4,818,850","2,240","2,250","2,230","14,538","41,538"
19/06/2023,"2,250",,"1,126","2,529,700","2,270","2,270","2,210","14,538","41,538"
16/06/2023,"2,200",,"5,415","11,982,060","2,270","2,270","2,200","14,215","40,615"
15/06/2023,"2,270",,"1,466","3,279,000","2,270","2,270","2,220","14,668","41,908"
14/06/2023,"2,270",,"14,834","33,287,780","2,250","2,280","2,200","14,668","41,908"
13/06/2023,"2,260",,"4,202","9,564,000","2,280","2,300","2,260","14,603","41,723"
12/06/2023,"2,280",,493,"1,124,450","2,300","2,300","2,280","14,732","42,092"
09/06/2023,"2,300",,"1,078","2,459,960","2,290","2,300","2,280","14,862","42,462"
08/06/2023,"2,290",,"3,656","8,327,440","2,300","2,300","2,260","14,797","42,277"
07/06/2023,"2,290",,"2,633","6,020,010","2,300","2,300","2,270","14,797","42,277"
06/06/2023,"2,300",,"17,034","39,049,600","2,320","2,320","2,290","14,862","42,462"
05/06/2023,"2,320",,"1,925","4,457,920","2,310","2,320","2,290","14,991","42,831"
02/06/2023,"2,310",,"11,430","26,311,610","2,300","2,330","2,290","14,926","42,646"
01/06/2023,"2,320",,"3,310","7,664,810","2,340","2,340","2,310","14,991","42,831"
31/05/2023,"2,320",,645,"1,509,220","2,350","2,350","2,320","14,991","42,831"
30/05/2023,"2,350",,"2,784","6,514,300","2,340","2,350","2,330","15,185","43,385"
29/05/2023,"2,340",,"4,166","9,715,070","2,330","2,340","2,320","15,120","43,200"
26/05/2023,"2,320",,"4,147","9,636,240","2,340","2,340","2,320","14,991","42,831"
25/05/2023,"2,350",,"3,361","7,860,740","2,340","2,350","2,320","15,185","43,385"
